HOUSEID,TDTRPNUM,VEHID,PERSONID,HOMEOWN,HHSIZE,HHFAMINC,DRVRCNT,WRKCOUNT,YOUNGCHILD,LIF_CYC_CAT,R_AGE,EDUC,R_SEX,WORKER,HTPPOPDN,HTEEMPDN,HBPPOPDN,OTEEMPDN,OBPPOPDN,DTEEMPDN,DBPPOPDN,TDWKND,STRTTIME_CAT,TRIPPURP_CAT,WHYTO_CAT,DWELTIME,DWELTIME_CAT,TRPMILES,TRPMILES_CAT,NUMONTRP,NUMONTRP_CAT,GASPRICE,GASPRICE_USD,FUELTYPE_BIN
30000775,1,2,2,1,2,2,2,0,0,1,73,3,1,2,7,3,3,3,3,3,3,Weekday trip,10 AM - 3 PM,Home based trip,Social & recreational,53,50-150 minutes,3.8199999,2-5 miles,1,1 passenger,220.3,2.2030001,1
30000775,3,1,1,1,2,2,2,0,0,1,68,3,2,2,7,3,3,3,3,3,7,Weekday trip,3 PM - 7 PM,Home based trip,Errands,15,1-15 minutes,1.76,0-2 miles,1,1 passenger,220.3,2.2030001,3
30000775,3,2,2,1,2,2,2,0,0,1,73,3,1,2,7,3,3,5,17,3,3,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,10,1-15 minutes,1.188,0-2 miles,1,1 passenger,220.3,2.2030001,1
30000775,2,2,2,1,2,2,2,0,0,1,73,3,1,2,7,3,3,3,3,5,17,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,25,15-50 minutes,3.6760001,2-5 miles,1,1 passenger,220.3,2.2030001,1
30000775,1,1,1,1,2,2,2,0,0,1,68,3,2,2,7,3,3,3,3,3,3,Weekday trip,6 AM - 10 AM,Home based trip,Social & recreational,130,50-150 minutes,3.8199999,2-5 miles,1,1 passenger,220.3,2.2030001,3
30000931,3,2,1,1,2,1,2,0,0,1,69,3,2,2,1.5,1.5,1.5,3,7,3,7,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,20,15-50 minutes,2.0009999,2-5 miles,1,1 passenger,233.60001,2.336,3
30000931,2,1,2,1,2,1,2,0,0,1,68,1,1,2,1.5,1.5,1.5,.75,3,.75,3,Weekday trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,15,1-15 minutes,.15899999,0-2 miles,1,1 passenger,233.60001,2.336,3
30000931,2,2,1,1,2,1,2,0,0,1,69,3,2,2,1.5,1.5,1.5,3,7,3,7,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,15,1-15 minutes,.778,0-2 miles,1,1 passenger,233.60001,2.336,3
30000931,1,2,1,1,2,1,2,0,0,1,69,3,2,2,1.5,1.5,1.5,1.5,1.5,3,7,Weekday trip,10 AM - 3 PM,Home based trip,Social & recreational,100,50-150 minutes,13.464,5-15 miles,1,1 passenger,233.60001,2.336,3
30000931,1,1,2,1,2,1,2,0,0,1,68,1,1,2,1.5,1.5,1.5,1.5,1.5,.75,3,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,20,15-50 minutes,2.707,2-5 miles,1,1 passenger,233.60001,2.336,3
30001031,6,1,1,1,2,2,2,1,0,1,60,3,2,2,1.5,.75,3,3,7,.025,.30000001,Weekday trip,10 AM - 3 PM,non-home based trip,Social & recreational,180,More than 150 minutes,52.550999,15-1000 miles,4,2-4 passengers,255.39999,2.5539999,3
30001031,5,1,1,1,2,2,2,1,0,1,60,3,2,2,1.5,.75,3,3,7,3,7,Weekday trip,10 AM - 3 PM,non-home based trip,Errands,60,50-150 minutes,3.763,2-5 miles,1,1 passenger,255.39999,2.5539999,3
30001031,4,1,1,1,2,2,2,1,0,1,60,3,2,2,1.5,.75,3,.75,3,3,7,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,20,15-50 minutes,6.77,5-15 miles,1,1 passenger,255.39999,2.5539999,3
30001031,2,3,1,1,2,2,2,1,0,1,60,3,2,2,1.5,.75,3,.75,3,.025,.050000001,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,35,15-50 minutes,3.2,2-5 miles,1,1 passenger,255.39999,2.5539999,3
30001124,3,2,1,1,4,2,2,2,1,2,35,2,2,1,3,1.5,1.5,3,7,3,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,8,1-15 minutes,5.8740001,5-15 miles,1,1 passenger,208.8,2.0880001,3
30001124,5,2,1,1,4,2,2,2,1,2,35,2,2,1,3,1.5,1.5,.75,.75,1.5,3,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,20,15-50 minutes,11.024,5-15 miles,1,1 passenger,208.8,2.0880001,3
30001124,4,2,1,1,4,2,2,2,1,2,35,2,2,1,3,1.5,1.5,3,1.5,.75,.75,Weekday trip,10 AM - 3 PM,non-home based trip,Work,208,More than 150 minutes,10.28,5-15 miles,1,1 passenger,208.8,2.0880001,3
30001124,8,2,1,1,4,2,2,2,1,2,35,2,2,1,3,1.5,1.5,1.5,1.5,1.5,3,Weekday trip,7 PM - 12 AM,Home based trip,Shopping & Dining,25,15-50 minutes,1.006,0-2 miles,2,2-4 passengers,208.8,2.0880001,3
30001124,1,2,1,1,4,2,2,2,1,2,35,2,2,1,3,1.5,1.5,1.5,1.5,.75,.75,Weekday trip,6 AM - 10 AM,Home based trip,Work,262,More than 150 minutes,11.669,5-15 miles,1,1 passenger,208.8,2.0880001,3
30001124,6,2,1,1,4,2,2,2,1,2,35,2,2,1,3,1.5,1.5,1.5,3,1.5,3,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,23,15-50 minutes,1.51,0-2 miles,1,1 passenger,208.8,2.0880001,3
30001124,2,2,1,1,4,2,2,2,1,2,35,2,2,1,3,1.5,1.5,.75,.75,3,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,76,50-150 minutes,4.5910001,2-5 miles,1,1 passenger,208.8,2.0880001,3
30001270,1,1,1,1,2,2,2,0,0,1,73,3,1,2,.75,.34999999,.75,.34999999,.75,.34999999,.30000001,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,10,1-15 minutes,3.902,2-5 miles,1,1 passenger,208.7,2.0869999,1
30001270,2,1,1,1,2,2,2,0,0,1,73,3,1,2,.75,.34999999,.75,.34999999,.30000001,.34999999,3,Weekday trip,10 AM - 3 PM,non-home based trip,Errands,20,15-50 minutes,2.799,2-5 miles,1,1 passenger,208.7,2.0869999,1
30001270,3,1,1,1,2,2,2,0,0,1,73,3,1,2,.75,.34999999,.75,.34999999,3,3,3,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,35,15-50 minutes,11.351,5-15 miles,1,1 passenger,208.7,2.0869999,1
30001270,4,1,1,1,2,2,2,0,0,1,73,3,1,2,.75,.34999999,.75,3,3,.34999999,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,60,50-150 minutes,13.237,5-15 miles,1,1 passenger,208.7,2.0869999,1
30001286,3,2,2,1,3,3,3,1,0,1,77,3,1,2,1.5,.75,3,.75,3,.025,.050000001,Weekend trip,3 PM - 7 PM,Home based trip,Errands,63,50-150 minutes,13.331,5-15 miles,1,1 passenger,271.70001,2.717,3
30001286,3,1,3,1,3,3,3,1,0,1,51,3,2,1,1.5,.75,3,.75,3,.75,3,Weekend trip,10 AM - 3 PM,Home based trip,Shopping & Dining,15,1-15 minutes,.491,0-2 miles,1,1 passenger,271.70001,2.717,1
30001917,4,1,1,1,3,2,2,2,1,2,32,3,1,1,7,3,3,1.5,3,3,17,Weekend trip,3 PM - 7 PM,non-home based trip,Errands,1,1-15 minutes,2.9519999,2-5 miles,2,2-4 passengers,225.89999,2.2589998,3
30001917,1,1,1,1,3,2,2,2,1,2,32,3,1,1,7,3,3,3,3,3,3,Weekday trip,6 AM - 10 AM,Home based trip,Work,500,More than 150 minutes,4.6700001,2-5 miles,1,1 passenger,225.89999,2.2589998,3
30001917,3,1,1,1,3,2,2,2,1,2,32,3,1,1,7,3,3,1.5,.75,1.5,3,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,40,15-50 minutes,24.834999,15-1000 miles,2,2-4 passengers,225.89999,2.2589998,3
30001917,1,2,2,1,3,2,2,2,1,2,33,3,2,1,7,3,3,3,3,.34999999,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Social & recreational,155,More than 150 minutes,37.441002,15-1000 miles,2,2-4 passengers,225.89999,2.2589998,1
30001917,2,1,1,1,3,2,2,2,1,2,32,3,1,1,7,3,3,3,3,1.5,.75,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,1,1-15 minutes,9.3059998,5-15 miles,1,1 passenger,225.89999,2.2589998,3
30001947,2,1,1,1,2,2,2,2,0,1,42,3,2,1,3,1.5,7,1.5,1.5,.75,.75,Weekend trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,40,15-50 minutes,1.404,0-2 miles,3,2-4 passengers,215.2,2.152,1
30001947,2,1,1,1,2,2,2,2,0,1,42,3,2,1,3,1.5,7,1.5,1.5,.75,.75,Weekend trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,40,15-50 minutes,1.404,0-2 miles,3,2-4 passengers,215.2,2.152,1
30001947,1,1,1,1,2,2,2,2,0,1,42,3,2,1,3,1.5,7,1.5,7,1.5,1.5,Weekend trip,3 PM - 7 PM,Home based trip,Shopping & Dining,30,15-50 minutes,4.5359998,2-5 miles,3,2-4 passengers,215.2,2.152,1
30001947,1,1,1,1,2,2,2,2,0,1,42,3,2,1,3,1.5,7,1.5,7,1.5,1.5,Weekend trip,3 PM - 7 PM,Home based trip,Shopping & Dining,30,15-50 minutes,4.5359998,2-5 miles,3,2-4 passengers,215.2,2.152,1
30002164,1,2,1,1,3,3,3,2,0,3,56,3,1,1,.30000001,.15000001,.30000001,.15000001,3,3,7,Weekend trip,6 AM - 10 AM,Home based trip,Others,305,More than 150 minutes,40.655998,15-1000 miles,2,2-4 passengers,233.60001,2.336,1
30002164,2,2,1,1,3,3,3,2,0,3,56,3,1,1,.30000001,.15000001,.30000001,3,7,.75,.30000001,Weekend trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,25,15-50 minutes,37.287998,15-1000 miles,1,1 passenger,233.60001,2.336,1
30002164,4,2,1,1,3,3,3,2,0,3,56,3,1,1,.30000001,.15000001,.30000001,.15000001,3,.75,3,Weekend trip,10 AM - 3 PM,Home based trip,Shopping & Dining,25,15-50 minutes,3.9820001,2-5 miles,1,1 passenger,233.60001,2.336,1
30002164,1,3,2,1,3,3,3,2,0,3,52,3,2,1,.30000001,.15000001,.30000001,.15000001,3,3,7,Weekend trip,10 AM - 3 PM,Home based trip,Errands,25,15-50 minutes,40.654999,15-1000 miles,1,1 passenger,233.60001,2.336,3
30002164,1,2,1,1,3,3,3,2,0,3,56,3,1,1,.30000001,.15000001,.30000001,.15000001,3,3,7,Weekend trip,6 AM - 10 AM,Home based trip,Errands,20,15-50 minutes,40.654999,15-1000 miles,2,2-4 passengers,233.60001,2.336,1
30002639,2,2,2,1,4,2,3,2,1,2,48,2,2,1,.30000001,.15000001,.30000001,1.5,3,.34999999,.30000001,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,3,1-15 minutes,21.093,15-1000 miles,1,1 passenger,235,2.3499999,3
30002639,1,2,2,1,4,2,3,2,1,2,48,2,2,1,.30000001,.15000001,.30000001,.15000001,.30000001,1.5,3,Weekday trip,6 AM - 10 AM,Home based trip,Work,617,More than 150 minutes,19.552999,15-1000 miles,1,1 passenger,235,2.3499999,3
30002639,2,1,1,1,4,2,3,2,1,2,55,3,1,1,.30000001,.15000001,.30000001,3,7,.15000001,.30000001,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,10,1-15 minutes,35.701,15-1000 miles,1,1 passenger,235,2.3499999,3
30002639,1,3,3,1,4,2,3,2,1,2,26,2,2,2,.30000001,.15000001,.30000001,.15000001,.30000001,.15000001,.30000001,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,34,15-50 minutes,2.5639999,2-5 miles,2,2-4 passengers,235,2.3499999,3
30002639,3,3,3,1,4,2,3,2,1,2,26,2,2,2,.30000001,.15000001,.30000001,.15000001,.30000001,5,3,Weekday trip,3 PM - 7 PM,Home based trip,Social & recreational,294,More than 150 minutes,31.035,15-1000 miles,2,2-4 passengers,235,2.3499999,3
30002639,1,1,1,1,4,2,3,2,1,2,55,3,1,1,.30000001,.15000001,.30000001,.15000001,.30000001,3,7,Weekday trip,12 AM - 6 AM,Home based trip,Work,570,More than 150 minutes,42.019001,15-1000 miles,1,1 passenger,235,2.3499999,3
30003445,1,1,1,1,1,3,1,1,0,3,61,3,1,1,1.5,.75,1.5,.75,1.5,3,7,Weekday trip,6 AM - 10 AM,Home based trip,Work,173,More than 150 minutes,11.016,5-15 miles,1,1 passenger,245.5,2.4549999,1
30003703,7,1,1,1,2,3,2,0,0,1,71,3,2,2,17,5,17,5,17,5,30,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,105,50-150 minutes,3.1700001,2-5 miles,4,2-4 passengers,278.70001,2.7870002,1
30003703,2,1,1,1,2,3,2,0,0,1,71,3,2,2,17,5,17,5,30,5,17,Weekday trip,10 AM - 3 PM,non-home based trip,Social & recreational,330,More than 150 minutes,1.432,0-2 miles,4,2-4 passengers,278.70001,2.7870002,1
30003703,3,1,1,1,2,3,2,0,0,1,71,3,2,2,17,5,17,5,17,5,30,Weekday trip,10 AM - 3 PM,Home based trip,Errands,55,50-150 minutes,.51800001,0-2 miles,3,2-4 passengers,278.70001,2.7870002,1
30003703,5,1,1,1,2,3,2,0,0,1,71,3,2,2,17,5,17,5,30,5,17,Weekday trip,10 AM - 3 PM,non-home based trip,Social & recreational,300,More than 150 minutes,1.432,0-2 miles,4,2-4 passengers,278.70001,2.7870002,1
30003703,1,1,1,1,2,3,2,0,0,1,71,3,2,2,17,5,17,5,17,5,30,Weekday trip,6 AM - 10 AM,Home based trip,Others,1,1-15 minutes,.92299998,0-2 miles,2,2-4 passengers,278.70001,2.7870002,1
30003703,4,1,1,1,2,3,2,0,0,1,71,3,2,2,17,5,17,5,30,5,30,Weekday trip,10 AM - 3 PM,non-home based trip,Errands,1,1-15 minutes,.78299999,0-2 miles,4,2-4 passengers,278.70001,2.7870002,1
30003703,1,1,1,1,2,3,2,0,0,1,71,3,2,2,17,5,17,5,17,5,30,Weekday trip,6 AM - 10 AM,Home based trip,Others,135,50-150 minutes,.92299998,0-2 miles,2,2-4 passengers,278.70001,2.7870002,1
30003864,1,3,2,1,3,1,3,0,0,1,50,3,1,2,1.5,.34999999,.75,.34999999,.75,1.5,3,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,75,50-150 minutes,8.1680002,5-15 miles,1,1 passenger,224.39999,2.244,1
30003864,1,1,1,1,3,1,3,0,0,1,71,1,2,2,1.5,.34999999,.75,.34999999,.75,.75,3,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,10,1-15 minutes,5.6339998,5-15 miles,1,1 passenger,224.39999,2.244,1
30004110,2,1,1,1,2,2,2,1,0,1,60,3,2,1,.75,.34999999,1.5,3,3,1.5,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,60,50-150 minutes,.95300001,0-2 miles,2,2-4 passengers,208.5,2.085,1
30004110,2,1,1,1,2,2,2,1,0,1,60,3,2,1,.75,.34999999,1.5,3,3,1.5,7,Weekday trip,10 AM - 3 PM,non-home based trip,Work,60,50-150 minutes,.95300001,0-2 miles,2,2-4 passengers,208.5,2.085,1
30004110,1,1,1,1,2,2,2,1,0,1,60,3,2,1,.75,.34999999,1.5,.34999999,1.5,3,3,Weekday trip,10 AM - 3 PM,non-home based trip,Work,30,15-50 minutes,5.9710002,5-15 miles,3,2-4 passengers,208.5,2.085,1
30004110,1,1,1,1,2,2,2,1,0,1,60,3,2,1,.75,.34999999,1.5,.34999999,1.5,3,3,Weekday trip,10 AM - 3 PM,non-home based trip,Work,30,15-50 minutes,5.9710002,5-15 miles,3,2-4 passengers,208.5,2.085,1
30004156,3,5,2,1,6,2,3,1,0,2,42,2,2,2,3,1.5,1.5,1.5,1.5,1.5,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Errands,13,1-15 minutes,1.614,0-2 miles,1,1 passenger,271.70001,2.717,3
30004156,1,5,2,1,6,2,3,1,0,2,42,2,2,2,3,1.5,1.5,1.5,1.5,1.5,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Errands,1,1-15 minutes,1.614,0-2 miles,2,2-4 passengers,271.70001,2.717,3
30004156,1,4,1,1,6,2,3,1,0,2,36,2,1,1,3,1.5,1.5,1.5,1.5,1.5,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Errands,1,1-15 minutes,3.483,2-5 miles,3,2-4 passengers,271.70001,2.717,1
30004156,2,4,1,1,6,2,3,1,0,2,36,2,1,1,3,1.5,1.5,1.5,1.5,1.5,7,Weekday trip,6 AM - 10 AM,non-home based trip,Work,513,More than 150 minutes,3.1589999,2-5 miles,1,1 passenger,271.70001,2.717,1
30004485,3,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,3,7,3,7,Weekend trip,10 AM - 3 PM,non-home based trip,Work,15,1-15 minutes,3.5969999,2-5 miles,3,2-4 passengers,263.79999,2.6379998,3
30004485,4,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,3,7,1.5,1.5,Weekend trip,10 AM - 3 PM,non-home based trip,Work,40,15-50 minutes,15.071,15-1000 miles,3,2-4 passengers,263.79999,2.6379998,3
30004485,8,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,.75,1.5,1.5,3,Weekend trip,10 AM - 3 PM,non-home based trip,Errands,25,15-50 minutes,3.056,2-5 miles,3,2-4 passengers,263.79999,2.6379998,3
30004485,9,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,1.5,3,1.5,3,Weekend trip,3 PM - 7 PM,non-home based trip,Social & recreational,250,More than 150 minutes,37.377998,15-1000 miles,4,2-4 passengers,263.79999,2.6379998,3
30004485,2,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,3,7,3,7,Weekend trip,10 AM - 3 PM,non-home based trip,Work,15,1-15 minutes,1.331,0-2 miles,3,2-4 passengers,263.79999,2.6379998,3
30004485,10,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,1.5,3,3,7,Weekend trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,40,15-50 minutes,17.591,15-1000 miles,4,2-4 passengers,263.79999,2.6379998,3
30004485,11,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,3,7,1.5,3,Weekend trip,7 PM - 12 AM,non-home based trip,Errands,1,1-15 minutes,22.663,15-1000 miles,4,2-4 passengers,263.79999,2.6379998,3
30004485,1,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,3,3,3,7,Weekend trip,10 AM - 3 PM,Home based trip,Work,26,15-50 minutes,2.1559999,2-5 miles,3,2-4 passengers,263.79999,2.6379998,3
30004485,5,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,1.5,1.5,1.5,3,Weekend trip,10 AM - 3 PM,non-home based trip,Work,25,15-50 minutes,6.9990001,5-15 miles,3,2-4 passengers,263.79999,2.6379998,3
30004485,6,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,1.5,3,.75,1.5,Weekend trip,10 AM - 3 PM,non-home based trip,Work,20,15-50 minutes,5.6100001,5-15 miles,3,2-4 passengers,263.79999,2.6379998,3
30004485,7,1,1,2,2,1,2,2,0,1,55,2,1,1,7,3,3,.75,1.5,.75,1.5,Weekend trip,10 AM - 3 PM,non-home based trip,Work,25,15-50 minutes,.51999998,0-2 miles,3,2-4 passengers,263.79999,2.6379998,3
30004493,5,1,2,1,4,2,2,2,0,2,46,3,2,1,7,3,17,3,17,3,7,Weekday trip,10 AM - 3 PM,Home based trip,Errands,1,1-15 minutes,.699,0-2 miles,1,1 passenger,273.79999,2.7379999,1
30004493,7,1,2,1,4,2,2,2,0,2,46,3,2,1,7,3,17,3,17,5,7,Weekday trip,10 AM - 3 PM,Home based trip,Errands,1,1-15 minutes,2.323,2-5 miles,1,1 passenger,273.79999,2.7379999,1
30004493,1,1,2,1,4,2,2,2,0,2,46,3,2,1,7,3,17,3,17,5,7,Weekday trip,6 AM - 10 AM,Home based trip,Errands,1,1-15 minutes,2.323,2-5 miles,2,2-4 passengers,273.79999,2.7379999,1
30004493,3,1,2,1,4,2,2,2,0,2,46,3,2,1,7,3,17,3,17,3,7,Weekday trip,6 AM - 10 AM,Home based trip,Errands,1,1-15 minutes,.699,0-2 miles,2,2-4 passengers,273.79999,2.7379999,1
30004643,3,2,2,1,2,1,2,0,0,1,71,2,2,2,1.5,.15000001,1.5,1.5,1.5,1.5,1.5,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,10,1-15 minutes,1.091,0-2 miles,1,1 passenger,282.60001,2.826,1
30004643,4,2,2,1,2,1,2,0,0,1,71,2,2,2,1.5,.15000001,1.5,1.5,1.5,3,3,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,12,1-15 minutes,7.0970001,5-15 miles,1,1 passenger,282.60001,2.826,1
30004643,5,2,2,1,2,1,2,0,0,1,71,2,2,2,1.5,.15000001,1.5,3,3,3,3,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,270,More than 150 minutes,9.3120003,5-15 miles,1,1 passenger,282.60001,2.826,1
30004643,3,1,1,1,2,1,2,0,0,1,76,3,1,2,1.5,.15000001,1.5,.15000001,1.5,3,7,Weekday trip,3 PM - 7 PM,Home based trip,Others,165,More than 150 minutes,28.936001,15-1000 miles,1,1 passenger,282.60001,2.826,3
30004643,2,2,2,1,2,1,2,0,0,1,71,2,2,2,1.5,.15000001,1.5,3,7,1.5,1.5,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,15,1-15 minutes,3.4749999,2-5 miles,1,1 passenger,282.60001,2.826,1
30004643,1,2,2,1,2,1,2,0,0,1,71,2,2,2,1.5,.15000001,1.5,.15000001,1.5,3,7,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,45,15-50 minutes,11.606,5-15 miles,1,1 passenger,282.60001,2.826,1
30004643,1,1,1,1,2,1,2,0,0,1,76,3,1,2,1.5,.15000001,1.5,.15000001,1.5,.15000001,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Others,115,50-150 minutes,2.6289999,2-5 miles,1,1 passenger,282.60001,2.826,3
30005082,3,2,1,1,1,1,1,1,0,3,60,3,2,1,7,3,17,3,17,5,30,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,5,1-15 minutes,1.1210001,0-2 miles,1,1 passenger,274.39999,2.744,1
30005082,4,2,1,1,1,1,1,1,0,3,60,3,2,1,7,3,17,5,30,1.5,3,Weekday trip,3 PM - 7 PM,non-home based trip,Others,128,50-150 minutes,12.641,5-15 miles,1,1 passenger,274.39999,2.744,1
30005082,1,2,1,1,1,1,1,1,0,3,60,3,2,1,7,3,17,3,17,1.5,.75,Weekday trip,6 AM - 10 AM,Home based trip,Work,573,More than 150 minutes,2.312,2-5 miles,1,1 passenger,274.39999,2.744,1
30005281,2,1,2,1,3,2,3,2,0,1,61,3,1,1,.050000001,.025,.050000001,.025,.050000001,1.5,3,Weekday trip,12 AM - 6 AM,non-home based trip,Shopping & Dining,10,1-15 minutes,35.581001,15-1000 miles,1,1 passenger,263.70001,2.6370001,1
30005281,1,1,2,1,3,2,3,2,0,1,61,3,1,1,.050000001,.025,.050000001,.025,.050000001,.025,.050000001,Weekday trip,12 AM - 6 AM,Home based trip,Shopping & Dining,10,1-15 minutes,8.1110001,5-15 miles,1,1 passenger,263.70001,2.6370001,1
30005281,3,1,2,1,3,2,3,2,0,1,61,3,1,1,.050000001,.025,.050000001,1.5,3,.75,3,Weekday trip,6 AM - 10 AM,non-home based trip,Work,570,More than 150 minutes,32.056999,15-1000 miles,1,1 passenger,263.70001,2.6370001,1
30005796,1,1,2,1,2,2,2,1,0,1,50,3,1,1,7,3,17,3,17,.15000001,.30000001,Weekday trip,12 AM - 6 AM,Home based trip,Others,60,50-150 minutes,11.249,5-15 miles,2,2-4 passengers,271.70001,2.717,1
30005796,5,1,1,1,2,2,2,1,0,1,49,3,1,2,7,3,17,3,7,3,7,Weekend trip,12 AM - 6 AM,non-home based trip,Shopping & Dining,5,1-15 minutes,2.559,2-5 miles,2,2-4 passengers,271.70001,2.717,1
30005796,1,1,1,1,2,2,2,1,0,1,49,3,1,2,7,3,17,3,17,5,17,Weekday trip,3 PM - 7 PM,Home based trip,Errands,4,1-15 minutes,10.058,5-15 miles,1,1 passenger,271.70001,2.717,1
30005796,4,1,1,1,2,2,2,1,0,1,49,3,1,2,7,3,17,3,17,3,7,Weekend trip,7 PM - 12 AM,Home based trip,Shopping & Dining,22,15-50 minutes,3.5209999,2-5 miles,2,2-4 passengers,271.70001,2.717,1
30005796,2,1,1,1,2,2,2,1,0,1,49,3,1,2,7,3,17,5,17,5,17,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,14,1-15 minutes,6.5500002,5-15 miles,2,2-4 passengers,271.70001,2.717,1
30005839,1,2,2,1,4,2,2,1,1,2,40,3,2,2,.75,.34999999,.75,.34999999,.75,1.5,1.5,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,45,15-50 minutes,2.5090001,2-5 miles,1,1 passenger,205.2,2.052,3
30005839,1,1,1,1,4,2,2,1,1,2,43,3,1,1,.75,.34999999,.75,.34999999,.75,1.5,3,Weekday trip,6 AM - 10 AM,Home based trip,Work,120,50-150 minutes,24.566,15-1000 miles,1,1 passenger,205.2,2.052,1
30006022,1,1,2,1,2,2,2,2,0,1,53,2,1,1,3,1.5,7,1.5,7,1.5,7,Weekday trip,6 AM - 10 AM,Home based trip,Work,90,50-150 minutes,37.917999,15-1000 miles,1,1 passenger,208.8,2.0880001,3
30006022,3,2,1,1,2,2,2,2,0,1,57,3,2,1,3,1.5,7,.75,.30000001,.75,3,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,30,15-50 minutes,5.0710001,5-15 miles,1,1 passenger,208.8,2.0880001,1
30006022,2,2,1,1,2,2,2,2,0,1,57,3,2,1,3,1.5,7,.34999999,.75,.75,.30000001,Weekday trip,10 AM - 3 PM,non-home based trip,Work,105,50-150 minutes,13.325,5-15 miles,1,1 passenger,208.8,2.0880001,1
30006022,1,2,1,1,2,2,2,2,0,1,57,3,2,1,3,1.5,7,1.5,7,.34999999,.75,Weekday trip,6 AM - 10 AM,Home based trip,Others,105,50-150 minutes,5.7610002,5-15 miles,1,1 passenger,208.8,2.0880001,1
30006022,4,2,1,1,2,2,2,2,0,1,57,3,2,1,3,1.5,7,.75,3,.75,.30000001,Weekday trip,10 AM - 3 PM,non-home based trip,Work,90,50-150 minutes,5.059,5-15 miles,1,1 passenger,208.8,2.0880001,1
30006022,2,1,2,1,2,2,2,2,0,1,53,2,1,1,3,1.5,7,1.5,7,1.5,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,30,15-50 minutes,18.077,15-1000 miles,1,1 passenger,208.8,2.0880001,3
30006587,9,2,1,1,4,3,4,2,0,2,45,3,2,1,3,1.5,1.5,3,7,3,7,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,18,15-50 minutes,3.48,2-5 miles,1,1 passenger,211.8,2.118,3
30006587,3,2,1,1,4,3,4,2,0,2,45,3,2,1,3,1.5,1.5,5,17,1.5,1.5,Weekday trip,6 AM - 10 AM,non-home based trip,Others,200,More than 150 minutes,12.078,5-15 miles,1,1 passenger,211.8,2.118,3
