HOUSEID,TDTRPNUM,VEHID,PERSONID,HOMEOWN,HHSIZE,HHFAMINC,DRVRCNT,WRKCOUNT,YOUNGCHILD,LIF_CYC_CAT,R_AGE,EDUC,R_SEX,WORKER,HTPPOPDN,HTEEMPDN,HBPPOPDN,OTEEMPDN,OBPPOPDN,DTEEMPDN,DBPPOPDN,TDWKND,STRTTIME_CAT,TRIPPURP_CAT,WHYTO_CAT,DWELTIME,DWELTIME_CAT,TRPMILES,TRPMILES_CAT,NUMONTRP,NUMONTRP_CAT,GASPRICE,GASPRICE_USD,FUELTYPE_BIN
30098012,5,3,1,1,2,2,2,2,0,1,57,3,1,1,.050000001,.025,.30000001,1.5,17,.75,1.5,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,10,1-15 minutes,6.566,5-15 miles,1,1 passenger,247.3,2.473,1
30098012,4,3,1,1,2,2,2,2,0,1,57,3,1,1,.050000001,.025,.30000001,3,7,1.5,17,Weekday trip,10 AM - 3 PM,non-home based trip,Work,30,15-50 minutes,10.254,5-15 miles,1,1 passenger,247.3,2.473,1
30098016,1,1,1,1,2,2,2,0,0,1,69,2,1,2,3,1.5,7,1.5,7,.025,.050000001,Weekday trip,6 AM - 10 AM,Home based trip,Errands,70,50-150 minutes,14.608,5-15 miles,4,2-4 passengers,201.89999,2.0190001,1
30098016,2,1,1,1,2,2,2,0,0,1,69,2,1,2,3,1.5,7,.025,.050000001,1.5,1.5,Weekday trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,15,1-15 minutes,13.765,5-15 miles,2,2-4 passengers,201.89999,2.0190001,1
30098016,2,1,1,1,2,2,2,0,0,1,69,2,1,2,3,1.5,7,.025,.050000001,1.5,1.5,Weekday trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,15,1-15 minutes,13.765,5-15 miles,2,2-4 passengers,201.89999,2.0190001,1
30098016,1,1,1,1,2,2,2,0,0,1,69,2,1,2,3,1.5,7,1.5,7,.025,.050000001,Weekday trip,6 AM - 10 AM,Home based trip,Errands,70,50-150 minutes,14.608,5-15 miles,4,2-4 passengers,201.89999,2.0190001,1
30098813,2,2,1,1,1,1,1,0,0,3,80,3,2,2,.75,.34999999,.75,1.5,1.5,1.5,3,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,44,15-50 minutes,14.081,5-15 miles,1,1 passenger,249.5,2.4949999,3
30098813,1,2,1,1,1,1,1,0,0,3,80,3,2,2,.75,.34999999,.75,.34999999,.75,1.5,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,45,15-50 minutes,13.371,5-15 miles,1,1 passenger,249.5,2.4949999,3
30099060,4,1,1,1,4,3,4,3,0,3,56,3,1,1,.050000001,.025,.30000001,.025,.30000001,.025,3,Weekday trip,10 AM - 3 PM,Home based trip,Work,153,More than 150 minutes,.574,0-2 miles,1,1 passenger,247.60001,2.4760001,3
30099060,2,1,1,1,4,3,4,3,0,3,56,3,1,1,.050000001,.025,.30000001,.34999999,1.5,.025,3,Weekday trip,6 AM - 10 AM,non-home based trip,Work,302,More than 150 minutes,.83700001,0-2 miles,1,1 passenger,247.60001,2.4760001,3
30099060,3,2,3,1,4,3,4,3,0,3,21,2,2,1,.050000001,.025,.30000001,.025,.30000001,.34999999,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Work,97,50-150 minutes,1.508,0-2 miles,1,1 passenger,247.60001,2.4760001,1
30099060,1,1,1,1,4,3,4,3,0,3,56,3,1,1,.050000001,.025,.30000001,.025,.30000001,.34999999,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Errands,1,1-15 minutes,1.508,0-2 miles,2,2-4 passengers,247.60001,2.4760001,3
30099060,8,1,1,1,4,3,4,3,0,3,56,3,1,1,.050000001,.025,.30000001,.025,.30000001,.025,.050000001,Weekday trip,3 PM - 7 PM,Home based trip,Work,152,More than 150 minutes,3.2219999,2-5 miles,1,1 passenger,247.60001,2.4760001,3
30099060,4,2,3,1,4,3,4,3,0,3,21,2,2,1,.050000001,.025,.30000001,.34999999,1.5,.025,3,Weekday trip,10 AM - 3 PM,non-home based trip,Errands,5,1-15 minutes,.62300003,0-2 miles,1,1 passenger,247.60001,2.4760001,1
30099060,1,2,3,1,4,3,4,3,0,3,21,2,2,1,.050000001,.025,.30000001,.025,.30000001,.34999999,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Work,124,50-150 minutes,1.508,0-2 miles,1,1 passenger,247.60001,2.4760001,1
30099060,1,2,4,1,4,3,4,3,0,3,19,2,1,2,.050000001,.025,.30000001,.025,.30000001,.025,.30000001,Weekday trip,6 AM - 10 AM,Home based trip,Others,38,15-50 minutes,1.054,0-2 miles,1,1 passenger,247.60001,2.4760001,1
30099060,1,1,1,1,4,3,4,3,0,3,56,3,1,1,.050000001,.025,.30000001,.025,.30000001,.34999999,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Work,618,More than 150 minutes,1.508,0-2 miles,2,2-4 passengers,247.60001,2.4760001,3
30099060,6,1,1,1,4,3,4,3,0,3,56,3,1,1,.050000001,.025,.30000001,.025,.30000001,.34999999,1.5,Weekday trip,3 PM - 7 PM,Home based trip,Errands,1,1-15 minutes,1.508,0-2 miles,1,1 passenger,247.60001,2.4760001,3
30099145,3,1,1,1,4,2,2,1,1,2,35,3,1,1,3,1.5,7,1.5,7,3,7,Weekday trip,3 PM - 7 PM,Home based trip,Social & recreational,31,15-50 minutes,1.862,0-2 miles,4,2-4 passengers,224.39999,2.244,1
30099145,5,1,1,1,4,2,2,1,1,2,35,3,1,1,3,1.5,7,.15000001,3,3,7,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,1,1-15 minutes,3.8069999,2-5 miles,1,1 passenger,224.39999,2.244,1
30099145,1,1,1,1,4,2,2,1,1,2,35,3,1,1,3,1.5,7,1.5,7,3,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,104,50-150 minutes,4.7870002,2-5 miles,3,2-4 passengers,224.39999,2.244,1
30099145,4,1,1,1,4,2,2,1,1,2,35,3,1,1,3,1.5,7,3,7,.15000001,3,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,4,1-15 minutes,4.4809999,2-5 miles,1,1 passenger,224.39999,2.244,1
30099145,5,2,2,1,4,2,2,1,1,2,35,2,2,2,3,1.5,7,1.5,7,1.5,3,Weekday trip,7 PM - 12 AM,Home based trip,Social & recreational,108,50-150 minutes,5.1009998,5-15 miles,1,1 passenger,224.39999,2.244,3
30099145,3,1,1,1,4,2,2,1,1,2,35,3,1,1,3,1.5,7,1.5,7,3,7,Weekday trip,3 PM - 7 PM,Home based trip,Errands,1,1-15 minutes,1.862,0-2 miles,4,2-4 passengers,224.39999,2.244,1
30099145,1,1,1,1,4,2,2,1,1,2,35,3,1,1,3,1.5,7,1.5,7,3,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,103,50-150 minutes,4.7870002,2-5 miles,3,2-4 passengers,224.39999,2.244,1
30099168,5,2,1,1,2,2,2,2,0,1,49,3,1,1,.050000001,.025,.050000001,.34999999,.75,.34999999,.75,Weekday trip,3 PM - 7 PM,non-home based trip,Work,120,50-150 minutes,1.3099999,0-2 miles,2,2-4 passengers,224.2,2.2419999,3
30099168,7,2,1,1,2,2,2,2,0,1,49,3,1,1,.050000001,.025,.050000001,.34999999,.30000001,.34999999,.30000001,Weekday trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,20,15-50 minutes,3.4389999,2-5 miles,1,1 passenger,224.2,2.2419999,3
30099168,1,2,1,1,2,2,2,2,0,1,49,3,1,1,.050000001,.025,.050000001,.025,.050000001,.34999999,.75,Weekday trip,6 AM - 10 AM,Home based trip,Work,180,More than 150 minutes,3.4790001,2-5 miles,2,2-4 passengers,224.2,2.2419999,3
30099168,3,2,1,1,2,2,2,2,0,1,49,3,1,1,.050000001,.025,.050000001,.34999999,.75,1.5,3,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,5,1-15 minutes,1.3710001,0-2 miles,2,2-4 passengers,224.2,2.2419999,3
30099168,3,1,2,1,2,2,2,2,0,1,51,3,2,1,.050000001,.025,.050000001,1.5,3,1.5,3,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,15,1-15 minutes,.48300001,0-2 miles,1,1 passenger,224.2,2.2419999,1
30099168,4,1,2,1,2,2,2,2,0,1,51,3,2,1,.050000001,.025,.050000001,1.5,3,.34999999,.75,Weekday trip,3 PM - 7 PM,non-home based trip,Social & recreational,90,50-150 minutes,1.325,0-2 miles,1,1 passenger,224.2,2.2419999,1
30099168,2,2,1,1,2,2,2,2,0,1,49,3,1,1,.050000001,.025,.050000001,.34999999,.75,.34999999,.75,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,35,15-50 minutes,.52899998,0-2 miles,2,2-4 passengers,224.2,2.2419999,3
30099168,4,2,1,1,2,2,2,2,0,1,49,3,1,1,.050000001,.025,.050000001,1.5,3,.34999999,.75,Weekday trip,10 AM - 3 PM,non-home based trip,Work,275,More than 150 minutes,1.844,0-2 miles,2,2-4 passengers,224.2,2.2419999,3
30099168,1,1,2,1,2,2,2,2,0,1,51,3,2,1,.050000001,.025,.050000001,.025,.050000001,3,7,Weekday trip,6 AM - 10 AM,Home based trip,Work,530,More than 150 minutes,17.162001,15-1000 miles,1,1 passenger,224.2,2.2419999,1
30099168,2,1,2,1,2,2,2,2,0,1,51,3,2,1,.050000001,.025,.050000001,3,7,1.5,3,Weekday trip,3 PM - 7 PM,non-home based trip,Social & recreational,30,15-50 minutes,14.969,5-15 miles,1,1 passenger,224.2,2.2419999,1
30099168,6,2,1,1,2,2,2,2,0,1,49,3,1,1,.050000001,.025,.050000001,.34999999,.75,.34999999,.30000001,Weekday trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,10,1-15 minutes,2.8989999,2-5 miles,1,1 passenger,224.2,2.2419999,3
30099735,1,4,3,1,3,2,3,2,0,1,34,2,2,1,.75,.75,.30000001,.75,.30000001,.34999999,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Work,330,More than 150 minutes,21.322001,15-1000 miles,1,1 passenger,218.10001,2.181,3
30099735,1,1,2,1,3,2,3,2,0,1,65,2,2,1,.75,.75,.30000001,.75,.30000001,3,3,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,20,15-50 minutes,4.7529998,2-5 miles,1,1 passenger,218.10001,2.181,3
30099735,2,1,2,1,3,2,3,2,0,1,65,2,2,1,.75,.75,.30000001,3,3,1.5,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,76,50-150 minutes,7.493,5-15 miles,1,1 passenger,218.10001,2.181,3
30099735,1,2,1,1,3,2,3,2,0,1,65,2,1,2,.75,.75,.30000001,.75,.30000001,.75,.30000001,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,5,1-15 minutes,1.234,0-2 miles,1,1 passenger,218.10001,2.181,1
30099735,5,1,2,1,3,2,3,2,0,1,65,2,2,1,.75,.75,.30000001,.75,1.5,.75,3,Weekday trip,10 AM - 3 PM,non-home based trip,Work,185,More than 150 minutes,1.201,0-2 miles,1,1 passenger,218.10001,2.181,3
30099735,2,2,1,1,3,2,3,2,0,1,65,2,1,2,.75,.75,.30000001,.75,.30000001,.75,.30000001,Weekday trip,6 AM - 10 AM,non-home based trip,Errands,3,1-15 minutes,1.335,0-2 miles,1,1 passenger,218.10001,2.181,1
30099735,3,2,1,1,3,2,3,2,0,1,65,2,1,2,.75,.75,.30000001,.75,.30000001,3,3,Weekday trip,6 AM - 10 AM,non-home based trip,Social & recreational,115,50-150 minutes,14.397,5-15 miles,1,1 passenger,218.10001,2.181,1
30099735,4,1,2,1,3,2,3,2,0,1,65,2,2,1,.75,.75,.30000001,1.5,3,.75,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,14,1-15 minutes,7.6090002,5-15 miles,1,1 passenger,218.10001,2.181,3
30099735,3,1,2,1,3,2,3,2,0,1,65,2,2,1,.75,.75,.30000001,1.5,1.5,1.5,3,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,25,15-50 minutes,2.158,2-5 miles,1,1 passenger,218.10001,2.181,3
30099886,1,1,1,1,2,2,2,0,0,1,64,3,1,2,.30000001,.34999999,.30000001,.34999999,.30000001,5,17,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,70,50-150 minutes,54.861,15-1000 miles,2,2-4 passengers,266.29999,2.6629999,1
30099886,2,1,1,1,2,2,2,0,0,1,64,3,1,2,.30000001,.34999999,.30000001,5,17,5,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,80,50-150 minutes,1.034,0-2 miles,2,2-4 passengers,266.29999,2.6629999,1
30099886,1,1,1,1,2,2,2,0,0,1,64,3,1,2,.30000001,.34999999,.30000001,.34999999,.30000001,5,17,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,70,50-150 minutes,54.861,15-1000 miles,2,2-4 passengers,266.29999,2.6629999,1
30099886,4,1,1,1,2,2,2,0,0,1,64,3,1,2,.30000001,.34999999,.30000001,.34999999,.30000001,1.5,3,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,10,1-15 minutes,2.6110001,2-5 miles,2,2-4 passengers,266.29999,2.6629999,1
30099886,4,1,1,1,2,2,2,0,0,1,64,3,1,2,.30000001,.34999999,.30000001,.34999999,.30000001,1.5,3,Weekday trip,3 PM - 7 PM,Home based trip,Shopping & Dining,10,1-15 minutes,2.6110001,2-5 miles,2,2-4 passengers,266.29999,2.6629999,1
30099886,2,1,1,1,2,2,2,0,0,1,64,3,1,2,.30000001,.34999999,.30000001,5,17,5,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,80,50-150 minutes,1.034,0-2 miles,2,2-4 passengers,266.29999,2.6629999,1
30099961,1,2,2,1,2,2,2,2,0,1,64,3,1,1,1.5,.75,7,.75,7,.025,.050000001,Weekday trip,6 AM - 10 AM,Home based trip,Work,375,More than 150 minutes,9.1850004,5-15 miles,1,1 passenger,228.3,2.283,3
30099961,3,1,1,1,2,2,2,2,0,1,63,3,2,1,1.5,.75,7,.75,7,.075000003,.30000001,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,35,15-50 minutes,3.9059999,2-5 miles,1,1 passenger,228.3,2.283,1
30099961,1,1,1,1,2,2,2,2,0,1,63,3,2,1,1.5,.75,7,.75,7,.75,7,Weekday trip,10 AM - 3 PM,Home based trip,Social & recreational,121,50-150 minutes,.88800001,0-2 miles,1,1 passenger,228.3,2.283,1
30099961,2,2,2,1,2,2,2,2,0,1,64,3,1,1,1.5,.75,7,.025,.050000001,.075000003,.050000001,Weekday trip,10 AM - 3 PM,non-home based trip,Social & recreational,390,More than 150 minutes,6.7360001,5-15 miles,1,1 passenger,228.3,2.283,3
30099982,2,3,1,1,2,2,2,2,0,1,62,3,2,1,7,1.5,3,.15000001,.75,.025,.050000001,Weekend trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,10,1-15 minutes,29.775,15-1000 miles,1,1 passenger,278.60001,2.786,3
30099982,1,3,1,1,2,2,2,2,0,1,62,3,2,1,7,1.5,3,.75,7,.15000001,.75,Weekend trip,6 AM - 10 AM,non-home based trip,Shopping & Dining,20,15-50 minutes,2.3889999,2-5 miles,1,1 passenger,278.60001,2.786,3
30099982,1,4,2,1,2,2,2,2,0,1,58,3,1,1,7,1.5,3,1.5,3,3,1.5,Weekend trip,10 AM - 3 PM,Home based trip,Others,90,50-150 minutes,.88,0-2 miles,1,1 passenger,278.60001,2.786,3
30100173,5,2,1,2,3,2,2,2,0,1,58,2,1,1,7,3,7,3,3,.75,1.5,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,20,15-50 minutes,4.8299999,2-5 miles,1,1 passenger,282.60001,2.826,3
30100173,3,2,1,2,3,2,2,2,0,1,58,2,1,1,7,3,7,5,17,3,3,Weekday trip,10 AM - 3 PM,non-home based trip,Others,10,1-15 minutes,19.056,15-1000 miles,4,2-4 passengers,282.60001,2.826,3
30100173,4,2,1,2,3,2,2,2,0,1,58,2,1,1,7,3,7,3,3,3,3,Weekday trip,3 PM - 7 PM,non-home based trip,Others,10,1-15 minutes,.80199999,0-2 miles,1,1 passenger,282.60001,2.826,3
30100173,6,2,1,2,3,2,2,2,0,1,58,2,1,1,7,3,7,.75,1.5,1.5,1.5,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,20,15-50 minutes,1.319,0-2 miles,1,1 passenger,282.60001,2.826,3
30100469,6,2,2,1,2,2,2,0,0,1,73,3,1,2,.75,.15000001,.75,.15000001,.75,.15000001,.75,Weekday trip,3 PM - 7 PM,Home based trip,Social & recreational,90,50-150 minutes,.70599997,0-2 miles,1,1 passenger,219.2,2.1919999,3
30100469,4,1,1,1,2,2,2,0,0,1,65,3,2,2,.75,.15000001,.75,.15000001,.75,.15000001,.75,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,40,15-50 minutes,10.355,5-15 miles,1,1 passenger,219.2,2.1919999,1
30100469,2,1,1,1,2,2,2,0,0,1,65,3,2,2,.75,.15000001,.75,.15000001,.75,.34999999,.75,Weekday trip,6 AM - 10 AM,Home based trip,Others,130,50-150 minutes,7.9200001,5-15 miles,1,1 passenger,219.2,2.1919999,1
30100469,1,3,2,1,2,2,2,0,0,1,73,3,1,2,.75,.15000001,.75,.15000001,.75,.075000003,.30000001,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,75,50-150 minutes,9.0279999,5-15 miles,1,1 passenger,219.2,2.1919999,3
30100469,4,2,2,1,2,2,2,0,0,1,73,3,1,2,.75,.15000001,.75,.15000001,.75,.15000001,.75,Weekday trip,10 AM - 3 PM,Home based trip,Errands,135,50-150 minutes,21.833,15-1000 miles,1,1 passenger,219.2,2.1919999,3
30100469,2,3,2,1,2,2,2,0,0,1,73,3,1,2,.75,.15000001,.75,.075000003,.30000001,.15000001,.75,Weekday trip,10 AM - 3 PM,non-home based trip,Errands,20,15-50 minutes,2.766,2-5 miles,1,1 passenger,219.2,2.1919999,3
30101191,2,1,1,1,4,2,2,2,0,2,35,2,2,1,1.5,.75,1.5,.75,1.5,.025,.050000001,Weekday trip,6 AM - 10 AM,non-home based trip,Work,578,More than 150 minutes,18.447001,15-1000 miles,2,2-4 passengers,228.10001,2.2810001,1
30101191,1,1,1,1,4,2,2,2,0,2,35,2,2,1,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Errands,2,1-15 minutes,2.151,2-5 miles,3,2-4 passengers,228.10001,2.2810001,1
30101191,2,1,1,1,4,2,2,2,0,2,35,2,2,1,1.5,.75,1.5,.75,1.5,.025,.050000001,Weekday trip,6 AM - 10 AM,non-home based trip,Work,578,More than 150 minutes,18.447001,15-1000 miles,2,2-4 passengers,228.10001,2.2810001,1
30101191,1,1,1,1,4,2,2,2,0,2,35,2,2,1,1.5,.75,1.5,.75,1.5,.75,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Errands,2,1-15 minutes,2.151,2-5 miles,3,2-4 passengers,228.10001,2.2810001,1
30101386,4,1,1,1,2,2,2,2,0,1,45,3,2,1,3,1.5,3,5,17,3,7,Weekday trip,10 AM - 3 PM,non-home based trip,Work,90,50-150 minutes,25.495001,15-1000 miles,1,1 passenger,209.3,2.0929999,1
30101386,5,1,1,1,2,2,2,2,0,1,45,3,2,1,3,1.5,3,3,7,5,17,Weekday trip,10 AM - 3 PM,non-home based trip,Work,255,More than 150 minutes,27.268999,15-1000 miles,1,1 passenger,209.3,2.0929999,1
30101386,3,1,1,1,2,2,2,2,0,1,45,3,2,1,3,1.5,3,1.5,1.5,5,17,Weekday trip,10 AM - 3 PM,non-home based trip,Work,25,15-50 minutes,1.679,0-2 miles,1,1 passenger,209.3,2.0929999,1
30101386,1,1,1,1,2,2,2,2,0,1,45,3,2,1,3,1.5,3,1.5,3,5,17,Weekday trip,6 AM - 10 AM,Home based trip,Work,169,More than 150 minutes,21.871,15-1000 miles,1,1 passenger,209.3,2.0929999,1
30101386,2,1,1,1,2,2,2,2,0,1,45,3,2,1,3,1.5,3,5,17,1.5,1.5,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,27,15-50 minutes,1.59,0-2 miles,1,1 passenger,209.3,2.0929999,1
30101386,1,3,2,1,2,2,2,2,0,1,52,1,1,1,3,1.5,3,1.5,3,1.5,3,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,25,15-50 minutes,.52100003,0-2 miles,1,1 passenger,209.3,2.0929999,3
30101450,3,1,1,1,1,2,1,1,0,3,75,3,2,1,1.5,.75,3,3,7,.75,3,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,6,1-15 minutes,5.2659998,5-15 miles,1,1 passenger,232.60001,2.326,1
30101450,2,1,1,1,1,2,1,1,0,3,75,3,2,1,1.5,.75,3,.075000003,.050000001,3,7,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,30,15-50 minutes,24.631001,15-1000 miles,1,1 passenger,232.60001,2.326,1
30101450,1,1,1,1,1,2,1,1,0,3,75,3,2,1,1.5,.75,3,.75,3,.075000003,.050000001,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,120,50-150 minutes,19.983999,15-1000 miles,1,1 passenger,232.60001,2.326,1
30101824,1,1,4,1,5,2,5,2,0,3,19,2,1,2,3,1.5,3,1.5,3,1.5,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Others,155,More than 150 minutes,6.7340002,5-15 miles,1,1 passenger,205.39999,2.0539999,3
30101824,1,4,1,1,5,2,5,2,0,3,52,3,2,1,3,1.5,3,1.5,3,3,1.5,Weekday trip,10 AM - 3 PM,Home based trip,Work,360,More than 150 minutes,17.671,15-1000 miles,1,1 passenger,205.39999,2.0539999,1
30101824,1,1,5,1,5,2,5,2,0,3,17,1,2,2,3,1.5,3,1.5,3,.15000001,.75,Weekday trip,10 AM - 3 PM,Home based trip,Others,95,50-150 minutes,8.5389996,5-15 miles,1,1 passenger,205.39999,2.0539999,3
30101824,2,1,4,1,5,2,5,2,0,3,19,2,1,2,3,1.5,3,1.5,1.5,1.5,3,Weekday trip,10 AM - 3 PM,non-home based trip,Errands,2,1-15 minutes,6.9899998,5-15 miles,1,1 passenger,205.39999,2.0539999,3
30101824,2,4,1,1,5,2,5,2,0,3,52,3,2,1,3,1.5,3,3,1.5,5,17,Weekday trip,3 PM - 7 PM,non-home based trip,Others,230,More than 150 minutes,21.211,15-1000 miles,1,1 passenger,205.39999,2.0539999,1
30101824,1,2,2,1,5,2,5,2,0,3,56,2,1,1,3,1.5,3,1.5,3,.34999999,.75,Weekday trip,6 AM - 10 AM,Home based trip,Work,497,More than 150 minutes,12.859,5-15 miles,1,1 passenger,205.39999,2.0539999,3
30101824,2,2,2,1,5,2,5,2,0,3,56,2,1,1,3,1.5,3,.34999999,.75,.75,3,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,47,15-50 minutes,12.401,5-15 miles,1,1 passenger,205.39999,2.0539999,3
30101824,5,5,3,1,5,2,5,2,0,3,21,2,1,2,3,1.5,3,1.5,3,.75,3,Weekday trip,7 PM - 12 AM,Home based trip,Shopping & Dining,30,15-50 minutes,2.095,2-5 miles,2,2-4 passengers,205.39999,2.0539999,3
30101824,1,5,3,1,5,2,5,2,0,3,21,2,1,2,3,1.5,3,1.5,3,.75,3,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,26,15-50 minutes,1.8,0-2 miles,2,2-4 passengers,205.39999,2.0539999,3
30101824,4,1,5,1,5,2,5,2,0,3,17,1,2,2,3,1.5,3,1.5,3,.75,3,Weekday trip,7 PM - 12 AM,non-home based trip,Shopping & Dining,26,15-50 minutes,2.562,2-5 miles,1,1 passenger,205.39999,2.0539999,3
30101824,7,5,3,1,5,2,5,2,0,3,21,2,1,2,3,1.5,3,1.5,3,.75,3,Weekday trip,7 PM - 12 AM,Home based trip,Shopping & Dining,28,15-50 minutes,2.095,2-5 miles,2,2-4 passengers,205.39999,2.0539999,3
30101824,3,5,3,1,5,2,5,2,0,3,21,2,1,2,3,1.5,3,1.5,3,.75,3,Weekday trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,26,15-50 minutes,1.8,0-2 miles,2,2-4 passengers,205.39999,2.0539999,3
30101824,3,1,5,1,5,2,5,2,0,3,17,1,2,2,3,1.5,3,1.5,3,1.5,3,Weekday trip,3 PM - 7 PM,Home based trip,Social & recreational,115,50-150 minutes,3.194,2-5 miles,1,1 passenger,205.39999,2.0539999,3
30102078,4,2,1,1,2,2,2,2,0,1,34,3,1,1,3,1.5,3,1.5,3,3,7,Weekday trip,3 PM - 7 PM,non-home based trip,Shopping & Dining,25,15-50 minutes,.324,0-2 miles,1,1 passenger,224.3,2.243,3
30102078,2,3,2,1,2,2,2,2,0,1,36,3,2,1,3,1.5,3,.34999999,7,.75,3,Weekday trip,6 AM - 10 AM,non-home based trip,Work,215,More than 150 minutes,11.604,5-15 miles,1,1 passenger,224.3,2.243,3
30102078,1,2,1,1,2,2,2,2,0,1,34,3,1,1,3,1.5,3,1.5,3,1.5,3,Weekday trip,6 AM - 10 AM,Home based trip,Work,135,50-150 minutes,8.6529999,5-15 miles,1,1 passenger,224.3,2.243,3
30102078,1,3,2,1,2,2,2,2,0,1,36,3,2,1,3,1.5,3,1.5,3,.34999999,7,Weekday trip,6 AM - 10 AM,Home based trip,Errands,1,1-15 minutes,7.7789998,5-15 miles,3,2-4 passengers,224.3,2.243,3
30102078,6,3,2,1,2,2,2,2,0,1,36,3,2,1,3,1.5,3,.75,3,.34999999,7,Weekday trip,3 PM - 7 PM,non-home based trip,Errands,5,1-15 minutes,11.777,5-15 miles,1,1 passenger,224.3,2.243,3
30102086,1,1,1,1,2,2,2,0,0,1,69,1,2,2,3,1.5,3,1.5,3,1.5,3,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,30,15-50 minutes,3.2119999,2-5 miles,4,2-4 passengers,242.60001,2.4260001,1
30102086,1,1,1,1,2,2,2,0,0,1,69,1,2,2,3,1.5,3,1.5,3,1.5,3,Weekday trip,6 AM - 10 AM,Home based trip,Shopping & Dining,6,1-15 minutes,1.301,0-2 miles,1,1 passenger,242.60001,2.4260001,1
30102086,5,1,1,1,2,2,2,0,0,1,69,1,2,2,3,1.5,3,.75,3,.75,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Errands,14,1-15 minutes,2.046,2-5 miles,1,1 passenger,242.60001,2.4260001,1
30102086,7,1,1,1,2,2,2,0,0,1,69,1,2,2,3,1.5,3,1.5,3,1.5,3,Weekday trip,10 AM - 3 PM,Home based trip,Shopping & Dining,15,1-15 minutes,3.2119999,2-5 miles,4,2-4 passengers,242.60001,2.4260001,1
30102086,3,1,1,1,2,2,2,0,0,1,69,1,2,2,3,1.5,3,1.5,3,.75,1.5,Weekday trip,6 AM - 10 AM,Home based trip,Errands,5,1-15 minutes,2.803,2-5 miles,2,2-4 passengers,242.60001,2.4260001,1
30102146,1,1,2,1,2,2,2,2,0,1,81,2,1,1,.30000001,.075000003,.30000001,.075000003,.30000001,1.5,3,Weekend trip,6 AM - 10 AM,Home based trip,Work,435,More than 150 minutes,26.388,15-1000 miles,1,1 passenger,236.10001,2.3610001,1
30102146,2,2,1,1,2,2,2,2,0,1,63,3,2,1,.30000001,.075000003,.30000001,1.5,1.5,.75,1.5,Weekend trip,10 AM - 3 PM,non-home based trip,Shopping & Dining,60,50-150 minutes,9.165,5-15 miles,1,1 passenger,236.10001,2.3610001,3
